"","County","Year","Count_ExHeat_Days"
"28637","Forsyth",2020,20
"28638","Forsyth",2021,18
"28668","Forsyth",2008,32
"28669","Forsyth",2009,13
"28670","Forsyth",2010,47
"28671","Forsyth",2011,71
"28672","Forsyth",2012,55
"28673","Forsyth",2013,10
"28674","Forsyth",2014,28
"28675","Forsyth",2015,52
"28676","Forsyth",2016,39
"28677","Forsyth",2017,16
"28678","Forsyth",2018,36
"28679","Forsyth",2019,25
"28680","Forsyth",2020,21
"28681","Forsyth",2021,18
"28711","Forsyth",2008,32
"28712","Forsyth",2009,13
"28713","Forsyth",2010,47
"28714","Forsyth",2011,71
"28715","Forsyth",2012,55
"28716","Forsyth",2013,10
"28717","Forsyth",2014,28
"28718","Forsyth",2015,52
"28719","Forsyth",2016,39
"28720","Forsyth",2017,16
"28721","Forsyth",2018,36
"28722","Forsyth",2019,25
"28723","Forsyth",2020,21
"28724","Forsyth",2021,18
"28754","Forsyth",2008,32
"28755","Forsyth",2009,13
"28756","Forsyth",2010,47
"28757","Forsyth",2011,71
"28758","Forsyth",2012,55
"28759","Forsyth",2013,10
"28760","Forsyth",2014,28
"28761","Forsyth",2015,52
"28762","Forsyth",2016,39
"28763","Forsyth",2017,16
"28764","Forsyth",2018,36
"28765","Forsyth",2019,25
"28766","Forsyth",2020,21
"28767","Forsyth",2021,18
"28797","Forsyth",2008,34
"28798","Forsyth",2009,17
"28799","Forsyth",2010,50
"28800","Forsyth",2011,74
"28801","Forsyth",2012,55
"28802","Forsyth",2013,9
"28803","Forsyth",2014,28
"28804","Forsyth",2015,52
"28805","Forsyth",2016,42
"28806","Forsyth",2017,19
"28807","Forsyth",2018,39
"28808","Forsyth",2019,27
"28809","Forsyth",2020,21
"28810","Forsyth",2021,21
"28840","Forsyth",2008,35
"28841","Forsyth",2009,20
"28842","Forsyth",2010,50
"28843","Forsyth",2011,76
"28844","Forsyth",2012,54
"28845","Forsyth",2013,8
"28846","Forsyth",2014,28
"28847","Forsyth",2015,53
"28848","Forsyth",2016,43
"28849","Forsyth",2017,19
"28850","Forsyth",2018,39
"28851","Forsyth",2019,27
"28852","Forsyth",2020,21
"28853","Forsyth",2021,22
"28883","Forsyth",2008,35
"28884","Forsyth",2009,20
"28885","Forsyth",2010,50
"28886","Forsyth",2011,76
"28887","Forsyth",2012,54
"28888","Forsyth",2013,8
"28889","Forsyth",2014,28
"28890","Forsyth",2015,53
"28891","Forsyth",2016,43
"28892","Forsyth",2017,19
"28893","Forsyth",2018,39
"28894","Forsyth",2019,27
"28895","Forsyth",2020,21
"28896","Forsyth",2021,22
"28926","Forsyth",2008,35
"28927","Forsyth",2009,20
"28928","Forsyth",2010,50
"28929","Forsyth",2011,76
"28930","Forsyth",2012,55
"28931","Forsyth",2013,8
"28932","Forsyth",2014,27
"28933","Forsyth",2015,53
"28934","Forsyth",2016,43
"28935","Forsyth",2017,19
"28936","Forsyth",2018,39
"28937","Forsyth",2019,27
"28938","Forsyth",2020,21
"28939","Forsyth",2021,22
"28969","Forsyth",2008,36
"28970","Forsyth",2009,19
"28971","Forsyth",2010,49
"28972","Forsyth",2011,72
"28973","Forsyth",2012,55
"28974","Forsyth",2013,8
"28975","Forsyth",2014,27
"28976","Forsyth",2015,53
"28977","Forsyth",2016,43
"28978","Forsyth",2017,19
"28979","Forsyth",2018,36
"28980","Forsyth",2019,27
"28981","Forsyth",2020,21
"28982","Forsyth",2021,21
"29012","Forsyth",2008,36
"29013","Forsyth",2009,19
"29014","Forsyth",2010,49
"29015","Forsyth",2011,72
"29016","Forsyth",2012,55
"29017","Forsyth",2013,8
"29018","Forsyth",2014,27
"29019","Forsyth",2015,53
"29020","Forsyth",2016,43
"29021","Forsyth",2017,19
"29022","Forsyth",2018,36
"29023","Forsyth",2019,27
"29024","Forsyth",2020,21
"29025","Forsyth",2021,21
"29055","Forsyth",2008,36
"29056","Forsyth",2009,19
"29057","Forsyth",2010,49
"29058","Forsyth",2011,72
"29059","Forsyth",2012,55
"29060","Forsyth",2013,8
"29061","Forsyth",2014,27
"29062","Forsyth",2015,53
"29063","Forsyth",2016,43
"29064","Forsyth",2017,19
"29065","Forsyth",2018,36
"29066","Forsyth",2019,27
"29067","Forsyth",2020,21
"29068","Forsyth",2021,21
"29098","Forsyth",2008,35
"29099","Forsyth",2009,20
"29100","Forsyth",2010,50
"29101","Forsyth",2011,76
"29102","Forsyth",2012,54
"29103","Forsyth",2013,8
"29104","Forsyth",2014,28
"29105","Forsyth",2015,53
"29106","Forsyth",2016,43
"29107","Forsyth",2017,19
"29108","Forsyth",2018,39
"29109","Forsyth",2019,27
"29110","Forsyth",2020,21
"29111","Forsyth",2021,22
"29141","Forsyth",2008,35
"29142","Forsyth",2009,20
"29143","Forsyth",2010,50
"29144","Forsyth",2011,76
"29145","Forsyth",2012,54
"29146","Forsyth",2013,8
"29147","Forsyth",2014,28
"29148","Forsyth",2015,53
"29149","Forsyth",2016,43
"29150","Forsyth",2017,19
"29151","Forsyth",2018,39
"29152","Forsyth",2019,27
"29153","Forsyth",2020,21
"29154","Forsyth",2021,22
"29184","Forsyth",2008,35
"29185","Forsyth",2009,20
"29186","Forsyth",2010,50
"29187","Forsyth",2011,76
"29188","Forsyth",2012,54
"29189","Forsyth",2013,8
"29190","Forsyth",2014,28
"29191","Forsyth",2015,53
"29192","Forsyth",2016,43
"29193","Forsyth",2017,19
"29194","Forsyth",2018,39
"29195","Forsyth",2019,27
"29196","Forsyth",2020,21
"29197","Forsyth",2021,22
"29227","Forsyth",2008,35
"29228","Forsyth",2009,20
"29229","Forsyth",2010,50
"29230","Forsyth",2011,76
"29231","Forsyth",2012,54
"29232","Forsyth",2013,8
"29233","Forsyth",2014,28
"29234","Forsyth",2015,53
"29235","Forsyth",2016,43
"29236","Forsyth",2017,19
"29237","Forsyth",2018,39
"29238","Forsyth",2019,27
"29239","Forsyth",2020,21
"29240","Forsyth",2021,22
"29270","Forsyth",2008,36
"29271","Forsyth",2009,19
"29272","Forsyth",2010,49
"29273","Forsyth",2011,72
"29274","Forsyth",2012,55
"29275","Forsyth",2013,8
"29276","Forsyth",2014,27
"29277","Forsyth",2015,53
"29278","Forsyth",2016,43
"29279","Forsyth",2017,19
"29280","Forsyth",2018,36
"29281","Forsyth",2019,27
"29282","Forsyth",2020,21
"29283","Forsyth",2021,21
"29313","Forsyth",2008,36
"29314","Forsyth",2009,19
"29315","Forsyth",2010,49
"29316","Forsyth",2011,72
"29317","Forsyth",2012,55
"29318","Forsyth",2013,8
"29319","Forsyth",2014,27
"29320","Forsyth",2015,53
"29321","Forsyth",2016,43
"29322","Forsyth",2017,19
"29323","Forsyth",2018,36
"29324","Forsyth",2019,27
"29325","Forsyth",2020,21
"29326","Forsyth",2021,21
"29356","Forsyth",2008,36
"29357","Forsyth",2009,19
"29358","Forsyth",2010,49
"29359","Forsyth",2011,72
"29360","Forsyth",2012,55
"29361","Forsyth",2013,8
"29362","Forsyth",2014,27
"29363","Forsyth",2015,53
"29364","Forsyth",2016,43
"29365","Forsyth",2017,19
"29366","Forsyth",2018,36
"29367","Forsyth",2019,27
"29368","Forsyth",2020,21
"29369","Forsyth",2021,21
"29399","Forsyth",2008,36
"29400","Forsyth",2009,19
"29401","Forsyth",2010,49
"29402","Forsyth",2011,72
"29403","Forsyth",2012,55
"29404","Forsyth",2013,8
"29405","Forsyth",2014,27
"29406","Forsyth",2015,53
"29407","Forsyth",2016,43
"29408","Forsyth",2017,19
"29409","Forsyth",2018,36
"29410","Forsyth",2019,27
"29411","Forsyth",2020,21
"29412","Forsyth",2021,21
"29442","Forsyth",2008,37
"29443","Forsyth",2009,20
"29444","Forsyth",2010,51
"29445","Forsyth",2011,74
"29446","Forsyth",2012,57
"29447","Forsyth",2013,9
"29448","Forsyth",2014,27
"29449","Forsyth",2015,53
"29450","Forsyth",2016,44
"29451","Forsyth",2017,20
"29452","Forsyth",2018,36
"29453","Forsyth",2019,30
"29454","Forsyth",2020,22
"29455","Forsyth",2021,22
"29485","Forsyth",2008,40
"29486","Forsyth",2009,21
"29487","Forsyth",2010,52
"29488","Forsyth",2011,74
"29489","Forsyth",2012,57
"29490","Forsyth",2013,9
"29491","Forsyth",2014,26
"29492","Forsyth",2015,53
"29493","Forsyth",2016,44
"29494","Forsyth",2017,20
"29495","Forsyth",2018,37
"29496","Forsyth",2019,33
"29497","Forsyth",2020,22
"29498","Forsyth",2021,23
"29528","Forsyth",2008,40
"29529","Forsyth",2009,21
"29530","Forsyth",2010,52
"29531","Forsyth",2011,74
"29532","Forsyth",2012,57
"29533","Forsyth",2013,9
"29534","Forsyth",2014,26
"29535","Forsyth",2015,53
"29536","Forsyth",2016,44
"29537","Forsyth",2017,20
"29538","Forsyth",2018,37
"29539","Forsyth",2019,33
"29540","Forsyth",2020,22
"29541","Forsyth",2021,23
"29571","Forsyth",2008,40
"29572","Forsyth",2009,21
"29573","Forsyth",2010,52
"29574","Forsyth",2011,74
"29575","Forsyth",2012,57
"29576","Forsyth",2013,9
"29577","Forsyth",2014,26
"29578","Forsyth",2015,53
"29579","Forsyth",2016,44
"29580","Forsyth",2017,20
"29581","Forsyth",2018,37
"29582","Forsyth",2019,33
"29583","Forsyth",2020,22
"29584","Forsyth",2021,23
"29614","Forsyth",2008,40
"29615","Forsyth",2009,21
"29616","Forsyth",2010,52
"29617","Forsyth",2011,74
"29618","Forsyth",2012,57
"29619","Forsyth",2013,9
"29620","Forsyth",2014,26
"29621","Forsyth",2015,53
"29622","Forsyth",2016,44
"29623","Forsyth",2017,20
"29624","Forsyth",2018,37
"29625","Forsyth",2019,33
"29626","Forsyth",2020,22
"29627","Forsyth",2021,23
"29657","Forsyth",2008,40
"29658","Forsyth",2009,21
"29659","Forsyth",2010,52
"29660","Forsyth",2011,74
"29661","Forsyth",2012,57
"29662","Forsyth",2013,9
"29663","Forsyth",2014,26
"29664","Forsyth",2015,53
"29665","Forsyth",2016,44
"29666","Forsyth",2017,20
"29667","Forsyth",2018,37
"29668","Forsyth",2019,33
"29669","Forsyth",2020,22
"29670","Forsyth",2021,23
"29700","Forsyth",2008,40
"29701","Forsyth",2009,21
"29702","Forsyth",2010,52
"29703","Forsyth",2011,74
"29704","Forsyth",2012,57
"29705","Forsyth",2013,9
"29706","Forsyth",2014,26
"29707","Forsyth",2015,53
"29708","Forsyth",2016,44
"29709","Forsyth",2017,20
"29710","Forsyth",2018,37
"29711","Forsyth",2019,33
"29712","Forsyth",2020,22
"29713","Forsyth",2021,23
"29743","Forsyth",2008,40
"29744","Forsyth",2009,21
"29745","Forsyth",2010,52
"29746","Forsyth",2011,74
"29747","Forsyth",2012,57
"29748","Forsyth",2013,9
"29749","Forsyth",2014,26
"29750","Forsyth",2015,53
"29751","Forsyth",2016,44
"29752","Forsyth",2017,20
"29753","Forsyth",2018,37
"29754","Forsyth",2019,33
"29755","Forsyth",2020,22
"29756","Forsyth",2021,23
"29786","Forsyth",2008,40
"29787","Forsyth",2009,21
"29788","Forsyth",2010,52
"29789","Forsyth",2011,74
"29790","Forsyth",2012,57
"29791","Forsyth",2013,9
"29792","Forsyth",2014,26
"29793","Forsyth",2015,53
"29794","Forsyth",2016,44
"29795","Forsyth",2017,20
"29796","Forsyth",2018,37
"29797","Forsyth",2019,33
"29798","Forsyth",2020,22
"29799","Forsyth",2021,23
"29829","Forsyth",2008,40
"29830","Forsyth",2009,21
"29831","Forsyth",2010,52
"29832","Forsyth",2011,74
"29833","Forsyth",2012,57
"29834","Forsyth",2013,9
"29835","Forsyth",2014,26
"29836","Forsyth",2015,53
"29837","Forsyth",2016,44
"29838","Forsyth",2017,20
"29839","Forsyth",2018,37
"29840","Forsyth",2019,33
"29841","Forsyth",2020,22
"29842","Forsyth",2021,23
"29872","Forsyth",2008,40
"29873","Forsyth",2009,21
"29874","Forsyth",2010,52
"29875","Forsyth",2011,74
"29876","Forsyth",2012,57
"29877","Forsyth",2013,9
"29878","Forsyth",2014,26
"29879","Forsyth",2015,53
"29880","Forsyth",2016,44
"29881","Forsyth",2017,20
"29882","Forsyth",2018,37
"29883","Forsyth",2019,33
"29884","Forsyth",2020,22
"29885","Forsyth",2021,23
"29915","Forsyth",2008,40
"29916","Forsyth",2009,21
"29917","Forsyth",2010,52
"29918","Forsyth",2011,74
"29919","Forsyth",2012,57
"29920","Forsyth",2013,9
"29921","Forsyth",2014,26
"29922","Forsyth",2015,53
"29923","Forsyth",2016,44
"29924","Forsyth",2017,20
"29925","Forsyth",2018,37
"29926","Forsyth",2019,33
"29927","Forsyth",2020,22
"29928","Forsyth",2021,23
"29958","Forsyth",2008,40
"29959","Forsyth",2009,21
"29960","Forsyth",2010,52
"29961","Forsyth",2011,74
"29962","Forsyth",2012,57
"29963","Forsyth",2013,9
"29964","Forsyth",2014,26
"29965","Forsyth",2015,53
"29966","Forsyth",2016,44
"29967","Forsyth",2017,20
"29968","Forsyth",2018,37
"29969","Forsyth",2019,33
"29970","Forsyth",2020,22
"29971","Forsyth",2021,23
"30001","Forsyth",2008,40
"30002","Forsyth",2009,21
"30003","Forsyth",2010,52
"30004","Forsyth",2011,74
"30005","Forsyth",2012,57
"30006","Forsyth",2013,9
"30007","Forsyth",2014,26
"30008","Forsyth",2015,53
"30009","Forsyth",2016,44
"30010","Forsyth",2017,20
"30011","Forsyth",2018,37
"30012","Forsyth",2019,33
"30013","Forsyth",2020,22
"30014","Forsyth",2021,23
"30044","Forsyth",2008,44
"30045","Forsyth",2009,24
"30046","Forsyth",2010,54
"30047","Forsyth",2011,78
"30048","Forsyth",2012,57
"30049","Forsyth",2013,8
"30050","Forsyth",2014,26
"30051","Forsyth",2015,56
"30052","Forsyth",2016,51
"30053","Forsyth",2017,22
"30054","Forsyth",2018,39
"30055","Forsyth",2019,38
"30056","Forsyth",2020,23
"30057","Forsyth",2021,25
"30087","Forsyth",2008,41
"30088","Forsyth",2009,23
"30089","Forsyth",2010,54
"30090","Forsyth",2011,76
"30091","Forsyth",2012,57
"30092","Forsyth",2013,8
"30093","Forsyth",2014,25
"30094","Forsyth",2015,56
"30095","Forsyth",2016,49
"30096","Forsyth",2017,21
"30097","Forsyth",2018,39
"30098","Forsyth",2019,36
"30099","Forsyth",2020,23
"30100","Forsyth",2021,25
"30130","Forsyth",2008,41
"30131","Forsyth",2009,23
"30132","Forsyth",2010,54
"30133","Forsyth",2011,76
"30134","Forsyth",2012,57
"30135","Forsyth",2013,8
"30136","Forsyth",2014,25
"30137","Forsyth",2015,56
"30138","Forsyth",2016,49
"30139","Forsyth",2017,21
"30140","Forsyth",2018,39
"30141","Forsyth",2019,36
"30142","Forsyth",2020,23
"30143","Forsyth",2021,25
"30173","Forsyth",2008,40
"30174","Forsyth",2009,22
"30175","Forsyth",2010,53
"30176","Forsyth",2011,74
"30177","Forsyth",2012,57
"30178","Forsyth",2013,8
"30179","Forsyth",2014,25
"30180","Forsyth",2015,56
"30181","Forsyth",2016,47
"30182","Forsyth",2017,20
"30183","Forsyth",2018,38
"30184","Forsyth",2019,34
"30185","Forsyth",2020,22
"30186","Forsyth",2021,24
"30216","Forsyth",2008,40
"30217","Forsyth",2009,22
"30218","Forsyth",2010,53
"30219","Forsyth",2011,76
"30220","Forsyth",2012,57
"30221","Forsyth",2013,8
"30222","Forsyth",2014,25
"30223","Forsyth",2015,56
"30224","Forsyth",2016,49
"30225","Forsyth",2017,21
"30226","Forsyth",2018,38
"30227","Forsyth",2019,36
"30228","Forsyth",2020,23
"30229","Forsyth",2021,25
"30259","Forsyth",2008,41
"30260","Forsyth",2009,23
"30261","Forsyth",2010,54
"30262","Forsyth",2011,76
"30263","Forsyth",2012,57
"30264","Forsyth",2013,8
"30265","Forsyth",2014,25
"30266","Forsyth",2015,56
"30267","Forsyth",2016,49
"30268","Forsyth",2017,21
"30269","Forsyth",2018,39
"30270","Forsyth",2019,36
"30271","Forsyth",2020,23
"30272","Forsyth",2021,25
"30302","Forsyth",2008,41
"30303","Forsyth",2009,23
"30304","Forsyth",2010,54
"30305","Forsyth",2011,76
"30306","Forsyth",2012,57
"30307","Forsyth",2013,8
"30308","Forsyth",2014,25
"30309","Forsyth",2015,56
"30310","Forsyth",2016,49
"30311","Forsyth",2017,21
"30312","Forsyth",2018,39
"30313","Forsyth",2019,36
"30314","Forsyth",2020,23
"30315","Forsyth",2021,25
"30345","Forsyth",2008,40
"30346","Forsyth",2009,22
"30347","Forsyth",2010,53
"30348","Forsyth",2011,74
"30349","Forsyth",2012,57
"30350","Forsyth",2013,9
"30351","Forsyth",2014,25
"30352","Forsyth",2015,56
"30353","Forsyth",2016,47
"30354","Forsyth",2017,20
"30355","Forsyth",2018,38
"30356","Forsyth",2019,34
"30357","Forsyth",2020,22
"30358","Forsyth",2021,24
"30388","Forsyth",2008,42
"30389","Forsyth",2009,23
"30390","Forsyth",2010,54
"30391","Forsyth",2011,78
"30392","Forsyth",2012,57
"30393","Forsyth",2013,8
"30394","Forsyth",2014,26
"30395","Forsyth",2015,56
"30396","Forsyth",2016,51
"30397","Forsyth",2017,21
"30398","Forsyth",2018,39
"30399","Forsyth",2019,36
"30400","Forsyth",2020,24
"30401","Forsyth",2021,25
"30431","Forsyth",2008,37
"30432","Forsyth",2009,18
"30433","Forsyth",2010,46
"30434","Forsyth",2011,70
"30435","Forsyth",2012,56
"30436","Forsyth",2013,9
"30437","Forsyth",2014,25
"30438","Forsyth",2015,52
"30439","Forsyth",2016,42
"30440","Forsyth",2017,18
"30441","Forsyth",2018,33
"30442","Forsyth",2019,27
"30443","Forsyth",2020,21
"30444","Forsyth",2021,21
"30474","Forsyth",2008,35
"30475","Forsyth",2009,12
"30476","Forsyth",2010,45
"30477","Forsyth",2011,69
"30478","Forsyth",2012,56
"30479","Forsyth",2013,9
"30480","Forsyth",2014,25
"30481","Forsyth",2015,52
"30482","Forsyth",2016,41
"30483","Forsyth",2017,16
"30484","Forsyth",2018,33
"30485","Forsyth",2019,25
"30486","Forsyth",2020,21
"30487","Forsyth",2021,19
"30517","Forsyth",2008,35
"30518","Forsyth",2009,12
"30519","Forsyth",2010,45
"30520","Forsyth",2011,69
"30521","Forsyth",2012,56
"30522","Forsyth",2013,9
"30523","Forsyth",2014,25
"30524","Forsyth",2015,52
"30525","Forsyth",2016,41
"30526","Forsyth",2017,16
"30527","Forsyth",2018,33
"30528","Forsyth",2019,25
"30529","Forsyth",2020,21
"30530","Forsyth",2021,19
"30560","Franklin",2008,43
"30561","Franklin",2009,40
"30562","Franklin",2010,79
"30563","Franklin",2011,83
"30564","Franklin",2012,57
"30565","Franklin",2013,24
"30566","Franklin",2014,50
"30567","Franklin",2015,49
"30568","Franklin",2016,51
"30569","Franklin",2017,37
"30570","Franklin",2018,49
"30571","Franklin",2019,50
"30572","Franklin",2020,35
"30573","Franklin",2021,33
"30603","Franklin",2008,42
"30604","Franklin",2009,40
"30605","Franklin",2010,80
"30606","Franklin",2011,78
"30607","Franklin",2012,55
"30608","Franklin",2013,23
"30609","Franklin",2014,49
"30610","Franklin",2015,47
"30611","Franklin",2016,48
"30612","Franklin",2017,33
"30613","Franklin",2018,43
"30614","Franklin",2019,56
"30615","Franklin",2020,35
"30616","Franklin",2021,32
"30646","Franklin",2008,43
"30647","Franklin",2009,40
"30648","Franklin",2010,81
"30649","Franklin",2011,83
"30650","Franklin",2012,56
"30651","Franklin",2013,24
"30652","Franklin",2014,50
"30653","Franklin",2015,50
"30654","Franklin",2016,51
"30655","Franklin",2017,37
"30656","Franklin",2018,48
"30657","Franklin",2019,49
"30658","Franklin",2020,34
"30659","Franklin",2021,33
"30689","Franklin",2008,44
"30690","Franklin",2009,49
"30691","Franklin",2010,83
"30692","Franklin",2011,83
"30693","Franklin",2012,56
"30694","Franklin",2013,23
"30695","Franklin",2014,51
"30696","Franklin",2015,57
"30697","Franklin",2016,52
"30698","Franklin",2017,37
"30699","Franklin",2018,47
"30700","Franklin",2019,56
"30701","Franklin",2020,34
"30702","Franklin",2021,33
"30732","Franklin",2008,43
"30733","Franklin",2009,39
"30734","Franklin",2010,80
"30735","Franklin",2011,83
"30736","Franklin",2012,60
"30737","Franklin",2013,22
"30738","Franklin",2014,52
"30739","Franklin",2015,49
"30740","Franklin",2016,51
"30741","Franklin",2017,37
"30742","Franklin",2018,49
"30743","Franklin",2019,51
"30744","Franklin",2020,35
"30745","Franklin",2021,32
"30775","Franklin",2008,44
"30776","Franklin",2009,40
"30777","Franklin",2010,79
"30778","Franklin",2011,83
"30779","Franklin",2012,56
"30780","Franklin",2013,24
"30781","Franklin",2014,50
"30782","Franklin",2015,52
"30783","Franklin",2016,51
"30784","Franklin",2017,36
"30785","Franklin",2018,48
"30786","Franklin",2019,50
"30787","Franklin",2020,34
"30788","Franklin",2021,32
"30818","Franklin",2008,40
"30819","Franklin",2009,40
"30820","Franklin",2010,77
"30821","Franklin",2011,82
"30822","Franklin",2012,55
"30823","Franklin",2013,21
"30824","Franklin",2014,50
"30825","Franklin",2015,52
"30826","Franklin",2016,50
"30827","Franklin",2017,36
"30828","Franklin",2018,45
"30829","Franklin",2019,46
"30830","Franklin",2020,33
"30831","Franklin",2021,32
"30861","Franklin",2008,41
"30862","Franklin",2009,43
"30863","Franklin",2010,78
"30864","Franklin",2011,83
"30865","Franklin",2012,55
"30866","Franklin",2013,21
"30867","Franklin",2014,50
"30868","Franklin",2015,54
"30869","Franklin",2016,50
"30870","Franklin",2017,35
"30871","Franklin",2018,41
"30872","Franklin",2019,48
"30873","Franklin",2020,31
"30874","Franklin",2021,31
"30904","Franklin",2008,41
"30905","Franklin",2009,51
"30906","Franklin",2010,83
"30907","Franklin",2011,79
"30908","Franklin",2012,56
"30909","Franklin",2013,24
"30910","Franklin",2014,51
"30911","Franklin",2015,58
"30912","Franklin",2016,51
"30913","Franklin",2017,37
"30914","Franklin",2018,46
"30915","Franklin",2019,55
"30916","Franklin",2020,33
"30917","Franklin",2021,31
"30947","Franklin",2008,41
"30948","Franklin",2009,50
"30949","Franklin",2010,82
"30950","Franklin",2011,78
"30951","Franklin",2012,56
"30952","Franklin",2013,23
"30953","Franklin",2014,52
"30954","Franklin",2015,57
"30955","Franklin",2016,50
"30956","Franklin",2017,36
"30957","Franklin",2018,45
"30958","Franklin",2019,54
"30959","Franklin",2020,34
"30960","Franklin",2021,31
"30990","Franklin",2008,41
"30991","Franklin",2009,52
"30992","Franklin",2010,84
"30993","Franklin",2011,79
"30994","Franklin",2012,57
"30995","Franklin",2013,25
"30996","Franklin",2014,51
"30997","Franklin",2015,59
"30998","Franklin",2016,51
"30999","Franklin",2017,37
"31000","Franklin",2018,46
"31001","Franklin",2019,58
"31002","Franklin",2020,33
"31003","Franklin",2021,31
"31033","Franklin",2008,41
"31034","Franklin",2009,53
"31035","Franklin",2010,84
"31036","Franklin",2011,79
"31037","Franklin",2012,58
"31038","Franklin",2013,25
"31039","Franklin",2014,51
"31040","Franklin",2015,59
"31041","Franklin",2016,51
"31042","Franklin",2017,37
"31043","Franklin",2018,47
"31044","Franklin",2019,58
"31045","Franklin",2020,33
"31046","Franklin",2021,31
"31076","Gaston",2008,58
"31077","Gaston",2009,59
"31078","Gaston",2010,76
"31079","Gaston",2011,88
"31080","Gaston",2012,56
