"","County","Year","Count_ExHeat_Days"
"53187","Mecklenburg",2017,32
"53188","Mecklenburg",2018,62
"53189","Mecklenburg",2019,64
"53190","Mecklenburg",2020,31
"53191","Mecklenburg",2021,40
"53221","Mecklenburg",2008,58
"53222","Mecklenburg",2009,77
"53223","Mecklenburg",2010,83
"53224","Mecklenburg",2011,90
"53225","Mecklenburg",2012,63
"53226","Mecklenburg",2013,10
"53227","Mecklenburg",2014,29
"53228","Mecklenburg",2015,69
"53229","Mecklenburg",2016,68
"53230","Mecklenburg",2017,32
"53231","Mecklenburg",2018,62
"53232","Mecklenburg",2019,64
"53233","Mecklenburg",2020,31
"53234","Mecklenburg",2021,40
"53264","Mecklenburg",2008,58
"53265","Mecklenburg",2009,77
"53266","Mecklenburg",2010,83
"53267","Mecklenburg",2011,90
"53268","Mecklenburg",2012,63
"53269","Mecklenburg",2013,10
"53270","Mecklenburg",2014,29
"53271","Mecklenburg",2015,69
"53272","Mecklenburg",2016,68
"53273","Mecklenburg",2017,32
"53274","Mecklenburg",2018,62
"53275","Mecklenburg",2019,64
"53276","Mecklenburg",2020,31
"53277","Mecklenburg",2021,40
"53307","Mecklenburg",2008,58
"53308","Mecklenburg",2009,77
"53309","Mecklenburg",2010,83
"53310","Mecklenburg",2011,90
"53311","Mecklenburg",2012,63
"53312","Mecklenburg",2013,10
"53313","Mecklenburg",2014,29
"53314","Mecklenburg",2015,69
"53315","Mecklenburg",2016,68
"53316","Mecklenburg",2017,32
"53317","Mecklenburg",2018,62
"53318","Mecklenburg",2019,64
"53319","Mecklenburg",2020,31
"53320","Mecklenburg",2021,40
"53350","Mecklenburg",2008,58
"53351","Mecklenburg",2009,77
"53352","Mecklenburg",2010,83
"53353","Mecklenburg",2011,90
"53354","Mecklenburg",2012,63
"53355","Mecklenburg",2013,10
"53356","Mecklenburg",2014,29
"53357","Mecklenburg",2015,69
"53358","Mecklenburg",2016,68
"53359","Mecklenburg",2017,32
"53360","Mecklenburg",2018,62
"53361","Mecklenburg",2019,64
"53362","Mecklenburg",2020,31
"53363","Mecklenburg",2021,40
"53393","Mecklenburg",2008,58
"53394","Mecklenburg",2009,77
"53395","Mecklenburg",2010,83
"53396","Mecklenburg",2011,90
"53397","Mecklenburg",2012,63
"53398","Mecklenburg",2013,10
"53399","Mecklenburg",2014,29
"53400","Mecklenburg",2015,69
"53401","Mecklenburg",2016,68
"53402","Mecklenburg",2017,32
"53403","Mecklenburg",2018,62
"53404","Mecklenburg",2019,64
"53405","Mecklenburg",2020,31
"53406","Mecklenburg",2021,40
"53436","Mecklenburg",2008,58
"53437","Mecklenburg",2009,77
"53438","Mecklenburg",2010,83
"53439","Mecklenburg",2011,90
"53440","Mecklenburg",2012,63
"53441","Mecklenburg",2013,10
"53442","Mecklenburg",2014,29
"53443","Mecklenburg",2015,69
"53444","Mecklenburg",2016,68
"53445","Mecklenburg",2017,32
"53446","Mecklenburg",2018,62
"53447","Mecklenburg",2019,64
"53448","Mecklenburg",2020,31
"53449","Mecklenburg",2021,40
"53479","Mecklenburg",2008,58
"53480","Mecklenburg",2009,77
"53481","Mecklenburg",2010,83
"53482","Mecklenburg",2011,90
"53483","Mecklenburg",2012,63
"53484","Mecklenburg",2013,10
"53485","Mecklenburg",2014,29
"53486","Mecklenburg",2015,69
"53487","Mecklenburg",2016,68
"53488","Mecklenburg",2017,32
"53489","Mecklenburg",2018,62
"53490","Mecklenburg",2019,64
"53491","Mecklenburg",2020,31
"53492","Mecklenburg",2021,40
"53522","Mecklenburg",2008,58
"53523","Mecklenburg",2009,77
"53524","Mecklenburg",2010,83
"53525","Mecklenburg",2011,90
"53526","Mecklenburg",2012,63
"53527","Mecklenburg",2013,10
"53528","Mecklenburg",2014,29
"53529","Mecklenburg",2015,69
"53530","Mecklenburg",2016,68
"53531","Mecklenburg",2017,32
"53532","Mecklenburg",2018,62
"53533","Mecklenburg",2019,64
"53534","Mecklenburg",2020,31
"53535","Mecklenburg",2021,40
"53565","Mecklenburg",2008,57
"53566","Mecklenburg",2009,80
"53567","Mecklenburg",2010,85
"53568","Mecklenburg",2011,93
"53569","Mecklenburg",2012,63
"53570","Mecklenburg",2013,10
"53571","Mecklenburg",2014,32
"53572","Mecklenburg",2015,72
"53573","Mecklenburg",2016,71
"53574","Mecklenburg",2017,34
"53575","Mecklenburg",2018,63
"53576","Mecklenburg",2019,70
"53577","Mecklenburg",2020,31
"53578","Mecklenburg",2021,42
"53608","Mecklenburg",2008,59
"53609","Mecklenburg",2009,83
"53610","Mecklenburg",2010,88
"53611","Mecklenburg",2011,95
"53612","Mecklenburg",2012,63
"53613","Mecklenburg",2013,11
"53614","Mecklenburg",2014,33
"53615","Mecklenburg",2015,72
"53616","Mecklenburg",2016,73
"53617","Mecklenburg",2017,35
"53618","Mecklenburg",2018,64
"53619","Mecklenburg",2019,75
"53620","Mecklenburg",2020,34
"53621","Mecklenburg",2021,43
"53651","Mecklenburg",2008,57
"53652","Mecklenburg",2009,79
"53653","Mecklenburg",2010,84
"53654","Mecklenburg",2011,90
"53655","Mecklenburg",2012,63
"53656","Mecklenburg",2013,10
"53657","Mecklenburg",2014,31
"53658","Mecklenburg",2015,71
"53659","Mecklenburg",2016,71
"53660","Mecklenburg",2017,33
"53661","Mecklenburg",2018,63
"53662","Mecklenburg",2019,66
"53663","Mecklenburg",2020,31
"53664","Mecklenburg",2021,41
"53694","Mecklenburg",2008,59
"53695","Mecklenburg",2009,83
"53696","Mecklenburg",2010,88
"53697","Mecklenburg",2011,95
"53698","Mecklenburg",2012,63
"53699","Mecklenburg",2013,11
"53700","Mecklenburg",2014,33
"53701","Mecklenburg",2015,72
"53702","Mecklenburg",2016,73
"53703","Mecklenburg",2017,35
"53704","Mecklenburg",2018,64
"53705","Mecklenburg",2019,75
"53706","Mecklenburg",2020,34
"53707","Mecklenburg",2021,43
"53737","Mecklenburg",2008,59
"53738","Mecklenburg",2009,83
"53739","Mecklenburg",2010,88
"53740","Mecklenburg",2011,95
"53741","Mecklenburg",2012,63
"53742","Mecklenburg",2013,11
"53743","Mecklenburg",2014,33
"53744","Mecklenburg",2015,72
"53745","Mecklenburg",2016,73
"53746","Mecklenburg",2017,35
"53747","Mecklenburg",2018,64
"53748","Mecklenburg",2019,75
"53749","Mecklenburg",2020,34
"53750","Mecklenburg",2021,43
"53780","Mecklenburg",2008,57
"53781","Mecklenburg",2009,79
"53782","Mecklenburg",2010,84
"53783","Mecklenburg",2011,92
"53784","Mecklenburg",2012,62
"53785","Mecklenburg",2013,10
"53786","Mecklenburg",2014,32
"53787","Mecklenburg",2015,72
"53788","Mecklenburg",2016,71
"53789","Mecklenburg",2017,33
"53790","Mecklenburg",2018,62
"53791","Mecklenburg",2019,68
"53792","Mecklenburg",2020,31
"53793","Mecklenburg",2021,42
"53823","Mecklenburg",2008,59
"53824","Mecklenburg",2009,83
"53825","Mecklenburg",2010,88
"53826","Mecklenburg",2011,95
"53827","Mecklenburg",2012,63
"53828","Mecklenburg",2013,11
"53829","Mecklenburg",2014,33
"53830","Mecklenburg",2015,72
"53831","Mecklenburg",2016,73
"53832","Mecklenburg",2017,35
"53833","Mecklenburg",2018,64
"53834","Mecklenburg",2019,75
"53835","Mecklenburg",2020,34
"53836","Mecklenburg",2021,43
"53866","Mecklenburg",2008,59
"53867","Mecklenburg",2009,83
"53868","Mecklenburg",2010,88
"53869","Mecklenburg",2011,95
"53870","Mecklenburg",2012,63
"53871","Mecklenburg",2013,11
"53872","Mecklenburg",2014,33
"53873","Mecklenburg",2015,72
"53874","Mecklenburg",2016,73
"53875","Mecklenburg",2017,35
"53876","Mecklenburg",2018,64
"53877","Mecklenburg",2019,75
"53878","Mecklenburg",2020,34
"53879","Mecklenburg",2021,43
"53909","Mecklenburg",2008,59
"53910","Mecklenburg",2009,83
"53911","Mecklenburg",2010,88
"53912","Mecklenburg",2011,95
"53913","Mecklenburg",2012,63
"53914","Mecklenburg",2013,11
"53915","Mecklenburg",2014,33
"53916","Mecklenburg",2015,72
"53917","Mecklenburg",2016,73
"53918","Mecklenburg",2017,35
"53919","Mecklenburg",2018,64
"53920","Mecklenburg",2019,75
"53921","Mecklenburg",2020,34
"53922","Mecklenburg",2021,43
"53952","Mecklenburg",2008,58
"53953","Mecklenburg",2009,77
"53954","Mecklenburg",2010,83
"53955","Mecklenburg",2011,90
"53956","Mecklenburg",2012,63
"53957","Mecklenburg",2013,10
"53958","Mecklenburg",2014,29
"53959","Mecklenburg",2015,69
"53960","Mecklenburg",2016,68
"53961","Mecklenburg",2017,32
"53962","Mecklenburg",2018,62
"53963","Mecklenburg",2019,64
"53964","Mecklenburg",2020,31
"53965","Mecklenburg",2021,40
"53995","Mecklenburg",2008,58
"53996","Mecklenburg",2009,77
"53997","Mecklenburg",2010,83
"53998","Mecklenburg",2011,90
"53999","Mecklenburg",2012,63
"54000","Mecklenburg",2013,10
"54001","Mecklenburg",2014,29
"54002","Mecklenburg",2015,69
"54003","Mecklenburg",2016,68
"54004","Mecklenburg",2017,32
"54005","Mecklenburg",2018,62
"54006","Mecklenburg",2019,64
"54007","Mecklenburg",2020,31
"54008","Mecklenburg",2021,40
"54038","Mecklenburg",2008,58
"54039","Mecklenburg",2009,77
"54040","Mecklenburg",2010,83
"54041","Mecklenburg",2011,90
"54042","Mecklenburg",2012,63
"54043","Mecklenburg",2013,10
"54044","Mecklenburg",2014,29
"54045","Mecklenburg",2015,69
"54046","Mecklenburg",2016,68
"54047","Mecklenburg",2017,32
"54048","Mecklenburg",2018,62
"54049","Mecklenburg",2019,64
"54050","Mecklenburg",2020,31
"54051","Mecklenburg",2021,40
"54081","Mecklenburg",2008,58
"54082","Mecklenburg",2009,77
"54083","Mecklenburg",2010,83
"54084","Mecklenburg",2011,90
"54085","Mecklenburg",2012,63
"54086","Mecklenburg",2013,10
"54087","Mecklenburg",2014,29
"54088","Mecklenburg",2015,69
"54089","Mecklenburg",2016,68
"54090","Mecklenburg",2017,32
"54091","Mecklenburg",2018,62
"54092","Mecklenburg",2019,64
"54093","Mecklenburg",2020,31
"54094","Mecklenburg",2021,40
"54124","Mecklenburg",2008,57
"54125","Mecklenburg",2009,79
"54126","Mecklenburg",2010,84
"54127","Mecklenburg",2011,90
"54128","Mecklenburg",2012,63
"54129","Mecklenburg",2013,10
"54130","Mecklenburg",2014,31
"54131","Mecklenburg",2015,71
"54132","Mecklenburg",2016,71
"54133","Mecklenburg",2017,33
"54134","Mecklenburg",2018,63
"54135","Mecklenburg",2019,66
"54136","Mecklenburg",2020,31
"54137","Mecklenburg",2021,41
"54167","Mecklenburg",2008,64
"54168","Mecklenburg",2009,84
"54169","Mecklenburg",2010,88
"54170","Mecklenburg",2011,95
"54171","Mecklenburg",2012,64
"54172","Mecklenburg",2013,11
"54173","Mecklenburg",2014,33
"54174","Mecklenburg",2015,72
"54175","Mecklenburg",2016,74
"54176","Mecklenburg",2017,37
"54177","Mecklenburg",2018,64
"54178","Mecklenburg",2019,74
"54179","Mecklenburg",2020,35
"54180","Mecklenburg",2021,43
"54210","Mecklenburg",2008,58
"54211","Mecklenburg",2009,77
"54212","Mecklenburg",2010,83
"54213","Mecklenburg",2011,90
"54214","Mecklenburg",2012,63
"54215","Mecklenburg",2013,10
"54216","Mecklenburg",2014,29
"54217","Mecklenburg",2015,69
"54218","Mecklenburg",2016,68
"54219","Mecklenburg",2017,32
"54220","Mecklenburg",2018,62
"54221","Mecklenburg",2019,64
"54222","Mecklenburg",2020,31
"54223","Mecklenburg",2021,40
"54253","Mecklenburg",2008,58
"54254","Mecklenburg",2009,77
"54255","Mecklenburg",2010,83
"54256","Mecklenburg",2011,90
"54257","Mecklenburg",2012,63
"54258","Mecklenburg",2013,10
"54259","Mecklenburg",2014,29
"54260","Mecklenburg",2015,69
"54261","Mecklenburg",2016,68
"54262","Mecklenburg",2017,32
"54263","Mecklenburg",2018,62
"54264","Mecklenburg",2019,64
"54265","Mecklenburg",2020,31
"54266","Mecklenburg",2021,40
"54296","Mecklenburg",2008,58
"54297","Mecklenburg",2009,77
"54298","Mecklenburg",2010,83
"54299","Mecklenburg",2011,90
"54300","Mecklenburg",2012,63
"54301","Mecklenburg",2013,10
"54302","Mecklenburg",2014,29
"54303","Mecklenburg",2015,69
"54304","Mecklenburg",2016,68
"54305","Mecklenburg",2017,32
"54306","Mecklenburg",2018,62
"54307","Mecklenburg",2019,64
"54308","Mecklenburg",2020,31
"54309","Mecklenburg",2021,40
"54339","Mecklenburg",2008,58
"54340","Mecklenburg",2009,77
"54341","Mecklenburg",2010,83
"54342","Mecklenburg",2011,90
"54343","Mecklenburg",2012,63
"54344","Mecklenburg",2013,10
"54345","Mecklenburg",2014,29
"54346","Mecklenburg",2015,69
"54347","Mecklenburg",2016,68
"54348","Mecklenburg",2017,32
"54349","Mecklenburg",2018,62
"54350","Mecklenburg",2019,64
"54351","Mecklenburg",2020,31
"54352","Mecklenburg",2021,40
"54382","Mecklenburg",2008,58
"54383","Mecklenburg",2009,77
"54384","Mecklenburg",2010,83
"54385","Mecklenburg",2011,90
"54386","Mecklenburg",2012,63
"54387","Mecklenburg",2013,10
"54388","Mecklenburg",2014,29
"54389","Mecklenburg",2015,69
"54390","Mecklenburg",2016,68
"54391","Mecklenburg",2017,32
"54392","Mecklenburg",2018,62
"54393","Mecklenburg",2019,64
"54394","Mecklenburg",2020,31
"54395","Mecklenburg",2021,40
"54425","Mecklenburg",2008,58
"54426","Mecklenburg",2009,77
"54427","Mecklenburg",2010,83
"54428","Mecklenburg",2011,90
"54429","Mecklenburg",2012,63
"54430","Mecklenburg",2013,10
"54431","Mecklenburg",2014,29
"54432","Mecklenburg",2015,69
"54433","Mecklenburg",2016,68
"54434","Mecklenburg",2017,32
"54435","Mecklenburg",2018,62
"54436","Mecklenburg",2019,64
"54437","Mecklenburg",2020,31
"54438","Mecklenburg",2021,40
"54468","Mecklenburg",2008,62
"54469","Mecklenburg",2009,78
"54470","Mecklenburg",2010,84
"54471","Mecklenburg",2011,90
"54472","Mecklenburg",2012,63
"54473","Mecklenburg",2013,10
"54474","Mecklenburg",2014,29
"54475","Mecklenburg",2015,70
"54476","Mecklenburg",2016,70
"54477","Mecklenburg",2017,34
"54478","Mecklenburg",2018,62
"54479","Mecklenburg",2019,66
"54480","Mecklenburg",2020,31
"54481","Mecklenburg",2021,39
"54511","Mecklenburg",2008,62
"54512","Mecklenburg",2009,78
"54513","Mecklenburg",2010,84
"54514","Mecklenburg",2011,90
"54515","Mecklenburg",2012,63
"54516","Mecklenburg",2013,10
"54517","Mecklenburg",2014,29
"54518","Mecklenburg",2015,70
"54519","Mecklenburg",2016,70
"54520","Mecklenburg",2017,34
"54521","Mecklenburg",2018,62
"54522","Mecklenburg",2019,66
"54523","Mecklenburg",2020,31
"54524","Mecklenburg",2021,39
"54554","Mecklenburg",2008,62
"54555","Mecklenburg",2009,79
"54556","Mecklenburg",2010,85
"54557","Mecklenburg",2011,90
"54558","Mecklenburg",2012,64
"54559","Mecklenburg",2013,11
"54560","Mecklenburg",2014,29
"54561","Mecklenburg",2015,71
"54562","Mecklenburg",2016,70
"54563","Mecklenburg",2017,36
"54564","Mecklenburg",2018,60
"54565","Mecklenburg",2019,66
"54566","Mecklenburg",2020,33
"54567","Mecklenburg",2021,39
"54597","Mecklenburg",2008,62
"54598","Mecklenburg",2009,79
"54599","Mecklenburg",2010,85
"54600","Mecklenburg",2011,90
"54601","Mecklenburg",2012,64
"54602","Mecklenburg",2013,11
"54603","Mecklenburg",2014,29
"54604","Mecklenburg",2015,71
"54605","Mecklenburg",2016,70
"54606","Mecklenburg",2017,36
"54607","Mecklenburg",2018,60
"54608","Mecklenburg",2019,66
"54609","Mecklenburg",2020,33
"54610","Mecklenburg",2021,39
"54640","Mecklenburg",2008,62
"54641","Mecklenburg",2009,79
"54642","Mecklenburg",2010,85
"54643","Mecklenburg",2011,90
"54644","Mecklenburg",2012,64
"54645","Mecklenburg",2013,11
"54646","Mecklenburg",2014,29
"54647","Mecklenburg",2015,71
"54648","Mecklenburg",2016,70
"54649","Mecklenburg",2017,36
"54650","Mecklenburg",2018,60
"54651","Mecklenburg",2019,66
"54652","Mecklenburg",2020,33
"54653","Mecklenburg",2021,39
"54683","Mecklenburg",2008,62
"54684","Mecklenburg",2009,79
"54685","Mecklenburg",2010,85
"54686","Mecklenburg",2011,90
"54687","Mecklenburg",2012,64
"54688","Mecklenburg",2013,11
"54689","Mecklenburg",2014,29
"54690","Mecklenburg",2015,71
"54691","Mecklenburg",2016,70
"54692","Mecklenburg",2017,36
"54693","Mecklenburg",2018,60
"54694","Mecklenburg",2019,66
"54695","Mecklenburg",2020,33
"54696","Mecklenburg",2021,39
"54726","Mecklenburg",2008,62
"54727","Mecklenburg",2009,79
"54728","Mecklenburg",2010,85
"54729","Mecklenburg",2011,90
"54730","Mecklenburg",2012,64
"54731","Mecklenburg",2013,11
"54732","Mecklenburg",2014,29
"54733","Mecklenburg",2015,71
"54734","Mecklenburg",2016,70
"54735","Mecklenburg",2017,36
"54736","Mecklenburg",2018,60
"54737","Mecklenburg",2019,66
"54738","Mecklenburg",2020,33
"54739","Mecklenburg",2021,39
"54769","Mecklenburg",2008,62
"54770","Mecklenburg",2009,79
"54771","Mecklenburg",2010,85
"54772","Mecklenburg",2011,90
"54773","Mecklenburg",2012,64
"54774","Mecklenburg",2013,11
"54775","Mecklenburg",2014,29
"54776","Mecklenburg",2015,71
"54777","Mecklenburg",2016,70
"54778","Mecklenburg",2017,36
"54779","Mecklenburg",2018,60
"54780","Mecklenburg",2019,66
"54781","Mecklenburg",2020,33
"54782","Mecklenburg",2021,39
"54812","Mecklenburg",2008,62
"54813","Mecklenburg",2009,79
"54814","Mecklenburg",2010,85
"54815","Mecklenburg",2011,90
"54816","Mecklenburg",2012,64
"54817","Mecklenburg",2013,11
"54818","Mecklenburg",2014,29
"54819","Mecklenburg",2015,71
"54820","Mecklenburg",2016,70
"54821","Mecklenburg",2017,36
"54822","Mecklenburg",2018,60
"54823","Mecklenburg",2019,66
"54824","Mecklenburg",2020,33
"54825","Mecklenburg",2021,39
"54855","Mecklenburg",2008,62
"54856","Mecklenburg",2009,79
"54857","Mecklenburg",2010,85
"54858","Mecklenburg",2011,90
"54859","Mecklenburg",2012,64
"54860","Mecklenburg",2013,11
"54861","Mecklenburg",2014,29
"54862","Mecklenburg",2015,71
"54863","Mecklenburg",2016,70
"54864","Mecklenburg",2017,36
"54865","Mecklenburg",2018,60
"54866","Mecklenburg",2019,66
"54867","Mecklenburg",2020,33
"54868","Mecklenburg",2021,39
"54898","Mecklenburg",2008,60
"54899","Mecklenburg",2009,78
"54900","Mecklenburg",2010,84
"54901","Mecklenburg",2011,90
"54902","Mecklenburg",2012,63
"54903","Mecklenburg",2013,10
"54904","Mecklenburg",2014,29
"54905","Mecklenburg",2015,70
"54906","Mecklenburg",2016,69
"54907","Mecklenburg",2017,32
"54908","Mecklenburg",2018,62
"54909","Mecklenburg",2019,64
"54910","Mecklenburg",2020,31
"54911","Mecklenburg",2021,40
"54941","Mecklenburg",2008,61
"54942","Mecklenburg",2009,79
"54943","Mecklenburg",2010,85
"54944","Mecklenburg",2011,90
"54945","Mecklenburg",2012,63
"54946","Mecklenburg",2013,11
"54947","Mecklenburg",2014,29
"54948","Mecklenburg",2015,70
"54949","Mecklenburg",2016,70
"54950","Mecklenburg",2017,36
"54951","Mecklenburg",2018,60
"54952","Mecklenburg",2019,66
"54953","Mecklenburg",2020,31
"54954","Mecklenburg",2021,39
"54984","Mecklenburg",2008,60
"54985","Mecklenburg",2009,68
"54986","Mecklenburg",2010,79
"54987","Mecklenburg",2011,87
"54988","Mecklenburg",2012,59
"54989","Mecklenburg",2013,10
"54990","Mecklenburg",2014,27
"54991","Mecklenburg",2015,70
"54992","Mecklenburg",2016,68
"54993","Mecklenburg",2017,32
"54994","Mecklenburg",2018,54
"54995","Mecklenburg",2019,62
"54996","Mecklenburg",2020,31
"54997","Mecklenburg",2021,37
"55027","Mecklenburg",2008,60
"55028","Mecklenburg",2009,68
"55029","Mecklenburg",2010,79
"55030","Mecklenburg",2011,87
"55031","Mecklenburg",2012,59
"55032","Mecklenburg",2013,10
"55033","Mecklenburg",2014,27
"55034","Mecklenburg",2015,70
"55035","Mecklenburg",2016,68
"55036","Mecklenburg",2017,32
"55037","Mecklenburg",2018,54
"55038","Mecklenburg",2019,62
"55039","Mecklenburg",2020,31
"55040","Mecklenburg",2021,37
"55070","Mecklenburg",2008,60
"55071","Mecklenburg",2009,68
"55072","Mecklenburg",2010,79
"55073","Mecklenburg",2011,87
"55074","Mecklenburg",2012,59
"55075","Mecklenburg",2013,10
"55076","Mecklenburg",2014,27
"55077","Mecklenburg",2015,70
"55078","Mecklenburg",2016,68
"55079","Mecklenburg",2017,32
"55080","Mecklenburg",2018,54
"55081","Mecklenburg",2019,62
"55082","Mecklenburg",2020,31
"55083","Mecklenburg",2021,37
"55113","Mecklenburg",2008,61
"55114","Mecklenburg",2009,74
"55115","Mecklenburg",2010,82
"55116","Mecklenburg",2011,88
"55117","Mecklenburg",2012,63
"55118","Mecklenburg",2013,10
"55119","Mecklenburg",2014,28
"55120","Mecklenburg",2015,70
"55121","Mecklenburg",2016,69
"55122","Mecklenburg",2017,34
"55123","Mecklenburg",2018,59
"55124","Mecklenburg",2019,65
"55125","Mecklenburg",2020,31
"55126","Mecklenburg",2021,39
"55156","Mecklenburg",2008,60
"55157","Mecklenburg",2009,68
"55158","Mecklenburg",2010,79
"55159","Mecklenburg",2011,87
"55160","Mecklenburg",2012,59
"55161","Mecklenburg",2013,10
"55162","Mecklenburg",2014,27
"55163","Mecklenburg",2015,70
"55164","Mecklenburg",2016,68
"55165","Mecklenburg",2017,32
"55166","Mecklenburg",2018,54
"55167","Mecklenburg",2019,62
"55168","Mecklenburg",2020,31
"55169","Mecklenburg",2021,37
"55199","Mecklenburg",2008,55
"55200","Mecklenburg",2009,68
"55201","Mecklenburg",2010,78
"55202","Mecklenburg",2011,87
"55203","Mecklenburg",2012,60
"55204","Mecklenburg",2013,10
"55205","Mecklenburg",2014,27
"55206","Mecklenburg",2015,68
"55207","Mecklenburg",2016,68
"55208","Mecklenburg",2017,30
"55209","Mecklenburg",2018,55
"55210","Mecklenburg",2019,61
"55211","Mecklenburg",2020,31
"55212","Mecklenburg",2021,37
"55242","Mecklenburg",2008,52
"55243","Mecklenburg",2009,64
"55244","Mecklenburg",2010,75
"55245","Mecklenburg",2011,87
"55246","Mecklenburg",2012,57
"55247","Mecklenburg",2013,8
"55248","Mecklenburg",2014,27
"55249","Mecklenburg",2015,65
"55250","Mecklenburg",2016,67
"55251","Mecklenburg",2017,28
"55252","Mecklenburg",2018,52
"55253","Mecklenburg",2019,56
"55254","Mecklenburg",2020,29
"55255","Mecklenburg",2021,35
"55285","Mecklenburg",2008,58
"55286","Mecklenburg",2009,77
"55287","Mecklenburg",2010,83
"55288","Mecklenburg",2011,90
"55289","Mecklenburg",2012,63
"55290","Mecklenburg",2013,10
"55291","Mecklenburg",2014,29
"55292","Mecklenburg",2015,69
"55293","Mecklenburg",2016,68
"55294","Mecklenburg",2017,32
"55295","Mecklenburg",2018,62
"55296","Mecklenburg",2019,64
"55297","Mecklenburg",2020,31
"55298","Mecklenburg",2021,40
"55328","Mecklenburg",2008,52
"55329","Mecklenburg",2009,64
"55330","Mecklenburg",2010,75
"55331","Mecklenburg",2011,87
"55332","Mecklenburg",2012,57
"55333","Mecklenburg",2013,8
"55334","Mecklenburg",2014,27
"55335","Mecklenburg",2015,65
"55336","Mecklenburg",2016,67
"55337","Mecklenburg",2017,28
"55338","Mecklenburg",2018,52
"55339","Mecklenburg",2019,56
"55340","Mecklenburg",2020,29
"55341","Mecklenburg",2021,35
"55371","Mecklenburg",2008,58
"55372","Mecklenburg",2009,77
"55373","Mecklenburg",2010,83
"55374","Mecklenburg",2011,90
"55375","Mecklenburg",2012,63
"55376","Mecklenburg",2013,10
"55377","Mecklenburg",2014,29
"55378","Mecklenburg",2015,69
"55379","Mecklenburg",2016,68
"55380","Mecklenburg",2017,32
"55381","Mecklenburg",2018,62
"55382","Mecklenburg",2019,64
"55383","Mecklenburg",2020,31
"55384","Mecklenburg",2021,40
"55414","Mecklenburg",2008,58
"55415","Mecklenburg",2009,77
"55416","Mecklenburg",2010,83
"55417","Mecklenburg",2011,90
"55418","Mecklenburg",2012,63
"55419","Mecklenburg",2013,10
"55420","Mecklenburg",2014,29
"55421","Mecklenburg",2015,69
"55422","Mecklenburg",2016,68
"55423","Mecklenburg",2017,32
"55424","Mecklenburg",2018,62
"55425","Mecklenburg",2019,64
"55426","Mecklenburg",2020,31
"55427","Mecklenburg",2021,40
"55457","Mecklenburg",2008,52
"55458","Mecklenburg",2009,64
"55459","Mecklenburg",2010,75
"55460","Mecklenburg",2011,87
"55461","Mecklenburg",2012,57
"55462","Mecklenburg",2013,8
"55463","Mecklenburg",2014,27
"55464","Mecklenburg",2015,65
"55465","Mecklenburg",2016,67
"55466","Mecklenburg",2017,28
"55467","Mecklenburg",2018,52
"55468","Mecklenburg",2019,56
"55469","Mecklenburg",2020,29
"55470","Mecklenburg",2021,35
"55500","Mecklenburg",2008,54
"55501","Mecklenburg",2009,71
"55502","Mecklenburg",2010,78
"55503","Mecklenburg",2011,88
"55504","Mecklenburg",2012,61
"55505","Mecklenburg",2013,10
"55506","Mecklenburg",2014,29
"55507","Mecklenburg",2015,67
"55508","Mecklenburg",2016,68
"55509","Mecklenburg",2017,30
"55510","Mecklenburg",2018,57
"55511","Mecklenburg",2019,60
"55512","Mecklenburg",2020,31
"55513","Mecklenburg",2021,39
"55543","Mecklenburg",2008,52
"55544","Mecklenburg",2009,64
"55545","Mecklenburg",2010,75
"55546","Mecklenburg",2011,87
"55547","Mecklenburg",2012,57
"55548","Mecklenburg",2013,8
"55549","Mecklenburg",2014,27
"55550","Mecklenburg",2015,65
"55551","Mecklenburg",2016,67
"55552","Mecklenburg",2017,28
"55553","Mecklenburg",2018,52
"55554","Mecklenburg",2019,56
"55555","Mecklenburg",2020,29
"55556","Mecklenburg",2021,35
"55586","Mecklenburg",2008,52
"55587","Mecklenburg",2009,64
"55588","Mecklenburg",2010,75
"55589","Mecklenburg",2011,87
"55590","Mecklenburg",2012,57
"55591","Mecklenburg",2013,8
"55592","Mecklenburg",2014,27
"55593","Mecklenburg",2015,65
"55594","Mecklenburg",2016,67
"55595","Mecklenburg",2017,28
"55596","Mecklenburg",2018,52
"55597","Mecklenburg",2019,56
"55598","Mecklenburg",2020,29
"55599","Mecklenburg",2021,35
"55629","Mecklenburg",2008,52
"55630","Mecklenburg",2009,64
"55631","Mecklenburg",2010,75
"55632","Mecklenburg",2011,87
"55633","Mecklenburg",2012,57
"55634","Mecklenburg",2013,8
"55635","Mecklenburg",2014,27
"55636","Mecklenburg",2015,65
"55637","Mecklenburg",2016,67
"55638","Mecklenburg",2017,28
"55639","Mecklenburg",2018,52
"55640","Mecklenburg",2019,56
"55641","Mecklenburg",2020,29
"55642","Mecklenburg",2021,35
"55672","Mecklenburg",2008,52
"55673","Mecklenburg",2009,64
"55674","Mecklenburg",2010,75
"55675","Mecklenburg",2011,87
"55676","Mecklenburg",2012,57
"55677","Mecklenburg",2013,8
"55678","Mecklenburg",2014,27
"55679","Mecklenburg",2015,65
"55680","Mecklenburg",2016,67
"55681","Mecklenburg",2017,28
"55682","Mecklenburg",2018,52
"55683","Mecklenburg",2019,56
"55684","Mecklenburg",2020,29
"55685","Mecklenburg",2021,35
"55715","Mecklenburg",2008,52
"55716","Mecklenburg",2009,64
"55717","Mecklenburg",2010,75
"55718","Mecklenburg",2011,87
"55719","Mecklenburg",2012,57
